Village,hhid,dogid,sex,birthdate,deathdate,deathcause,encdate,alive,dead,age,pregnant,pups,exitdate,bcs2,year,roundyrs,lagvacc,deathage2,_st,_d,_t,_t0,sch1,sch2,sch3,sch4,sch5,sch6,sch7,sch8,sch9,sch10,sch11,sch12,sch13,sch14,sch15,sch16,sch17,sca1,sca2,sca3,sca4,sca5,sca6,sca7,sca8,sca9,sca10,sca11,sca12,sca13,sca14,sca15,sca16,sca17
Iyogelo,Ihh023,i043,female,4 /15/2010,15/04/2011,road kill,11/15/2012,0,1,,0,0,15/04/2011,,2012,2,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh023,i043,female,4 /15/2010,15/04/2011,road kill,11/13/2013,0,1,,0,0,15/04/2011,,2013,3,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh023,i044,female,4 /15/2010,15/03/2011,hyena,11/30/2010,1,0,7,0,0,15/03/2011,2,2010,0,0,11.13333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh023,i044,female,4 /15/2010,15/03/2011,hyena,11/10/2011,0,1,,0,0,15/03/2011,,2011,1,0,11.13333321,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.467591528,-0.33649989,-0.334140318,-1.014281068,0,-2.6026497,-2.625103955,-2.036284315,0,-0.731834449,4.553984398,-1.104319614,-0.824573554,-0.518225011,-1.217264684,-0.314079099
Iyogelo,Ihh023,i044,female,4 /15/2010,15/03/2011,hyena,11/15/2012,0,1,,0,0,15/03/2011,,2012,2,0,11.13333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh023,i044,female,4 /15/2010,15/03/2011,hyena,11/13/2013,0,1,,0,0,15/03/2011,,2013,3,0,11.13333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i045,male,9 /15/2010,15/04/2011,sick,11/30/2010,1,0,2,0,0,15/04/2011,3,2010,0,0,7.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i045,male,9 /15/2010,15/04/2011,sick,11/10/2011,0,1,,0,0,15/04/2011,,2011,1,0,7.066666603,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.747339198,-0.221468356,-0.008672412,0.885658371,0,0.701049133,-0.984542195,-0.726109027,0,-2.020307561,-2.512714292,-2.216921132,-2.630700797,-1.83648609,-1.724289719,-1.42336826
Iyogelo,Ihh024,i045,male,9 /15/2010,15/04/2011,sick,11/23/2012,0,1,,0,0,15/04/2011,,2012,2,0,7.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i045,male,9 /15/2010,15/04/2011,sick,11/13/2013,0,1,,0,0,15/04/2011,,2013,3,0,7.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i046,female,9 /15/2010,15/04/2011,sick,11/30/2010,1,0,2,0,0,15/04/2011,2,2010,0,0,7.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i046,female,9 /15/2010,15/04/2011,sick,11/10/2011,0,1,,0,0,15/04/2011,,2011,1,0,7.066666603,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.284422288,-0.47872311,-0.299119446,-0.979023978,0,-2.529428902,-3.027320108,-2.787128985,0,-2.064116267,-2.404236404,-2.568990395,-2.326972512,-2.041245722,-2.724194353,-1.879401963
Iyogelo,Ihh024,i046,female,9 /15/2010,15/04/2011,sick,11/23/2012,0,1,,0,0,15/04/2011,,2012,2,0,7.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i046,female,9 /15/2010,15/04/2011,sick,11/13/2013,0,1,,0,0,15/04/2011,,2013,3,0,7.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i047,female,9 /15/2009,,,11/30/2010,1,0,14,0,1,13/11/2013,4,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i047,female,9 /15/2009,,,11/10/2011,1,0,26,1,0,13/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i047,female,9 /15/2009,,,11/23/2012,1,0,38,0,0,13/11/2013,5,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh024,i047,female,9 /15/2009,,,11/13/2013,1,0,50,0,1,13/11/2013,4,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i048,female,12/15/2006,,,12/1 /2010,1,0,48,0,0,26/11/2012,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i048,female,12/15/2006,,,11/11/2011,1,0,60,0,0,26/11/2012,2,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i048,female,12/15/2006,,,11/26/2012,1,0,,0,0,26/11/2012,,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i048,female,12/15/2006,,,11/15/2013,0,1,,0,0,26/11/2012,,2013,3,0,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i049,male,6 /15/2010,,,12/1 /2010,1,0,6,0,0,01/12/2010,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i049,male,6 /15/2010,,,11/11/2011,0,1,,0,0,01/12/2010,,2011,1,0,,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.930508438,-0.079245137,-0.043693285,0.850401281,0,0.627828335,-0.582326043,0.024735643,0,-0.688025743,4.445506509,-0.752250351,-1.128301839,-0.313465378,-0.21736005,0.141954604
Iyogelo,Ihh025,i049,male,6 /15/2010,,,11/26/2012,0,1,,0,0,01/12/2010,,2012,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i049,male,6 /15/2010,,,11/15/2013,0,1,,0,0,01/12/2010,,2013,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i050,male,5 /15/2010,,,12/1 /2010,1,0,7,0,0,26/11/2012,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i050,male,5 /15/2010,,,11/11/2011,1,0,19,0,0,26/11/2012,,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i050,male,5 /15/2010,,,11/26/2012,1,0,,0,0,26/11/2012,,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh025,i050,male,5 /15/2010,,,11/15/2013,0,1,,0,0,26/11/2012,,2013,3,0,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i051,male,12/15/2008,,,12/1 /2010,1,0,24,0,0,14/11/2013,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i051,male,12/15/2008,,,11/11/2011,1,0,36,0,0,14/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i051,male,12/15/2008,,,11/22/2012,1,0,48,0,0,14/11/2013,,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i051,male,12/15/2008,,,11/14/2013,1,0,60,0,0,14/11/2013,4,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i052,female,1 /15/2009,15/07/2013,sick,12/1 /2010,1,0,23,0,0,15/07/2013,3,2010,0,0,54.73333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i052,female,1 /15/2009,15/07/2013,sick,11/11/2011,1,0,36,0,1,15/07/2013,2,2011,1,0,54.73333359,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i052,female,1 /15/2009,15/07/2013,sick,11/22/2012,1,0,48,1,0,15/07/2013,3,2012,2,0,54.73333359,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i052,female,1 /15/2009,15/07/2013,sick,11/14/2013,0,1,,0,0,15/07/2013,,2013,3,0,54.73333359,1,1,3,2,0,0.799279427,-0.276526989,-0.259540437,-0.625506825,0,0.602245672,-0.251382785,-0.129139671,0,-0.163762852,-0.102009493,0.802485639,-0.131366631,-0.143506066,-0.0722459,-0.10822485,0,2.162412873,-0.258862212,-0.131935698,-1.170959833,0,1.227782923,-0.242472592,0.389412632,0,-0.617120308,-1.322525264,4.246254028,-2.297269617,-1.651921651,-1.111750831,-0.452876047
Iyogelo,Ihh026,i053,male,9 /15/2010,15/03/2011,sick,12/1 /2010,1,0,3,0,0,15/03/2011,3,2010,0,0,6.033333302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i053,male,9 /15/2010,15/03/2011,sick,11/11/2011,0,1,,0,0,15/03/2011,,2011,1,0,6.033333302,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.915474709,-0.181195132,0.047455505,0.697878568,0,0.932637642,-0.210520736,0.407477358,0,1.553101472,-1.180432475,-0.867425213,-1.272963448,-0.498444101,-0.284708196,0.047971587
Iyogelo,Ihh026,i053,male,9 /15/2010,15/03/2011,sick,11/22/2012,0,1,,0,0,15/03/2011,,2012,2,0,6.033333302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh026,i053,male,9 /15/2010,15/03/2011,sick,11/14/2013,0,1,,0,0,15/03/2011,,2013,3,0,6.033333302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh027,i054,male,4 /15/2010,15/04/2011,hyena,12/1 /2010,1,0,8,0,0,15/04/2011,2,2010,0,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh027,i054,male,4 /15/2010,15/04/2011,hyena,11/11/2011,0,1,,0,0,15/04/2011,,2011,1,0,12.16666698,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,-0.434013024,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.587297132,-0.391290254,-0.260881219,1.110096572,0,-2.862344991,-2.982648863,-2.381099867,0,-0.919614252,4.518727308,-0.930422082,-1.057715539,-0.429359401,-1.028590337,-0.363630828
Iyogelo,Ihh027,i054,male,4 /15/2010,15/04/2011,hyena,11/22/2012,0,1,,0,0,15/04/2011,,2012,2,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh027,i054,male,4 /15/2010,15/04/2011,hyena,11/14/2013,0,1,,0,0,15/04/2011,,2013,3,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i055,female,6 /15/2010,15/01/2011,sick,12/1 /2010,1,0,6,0,0,15/01/2011,3,2010,0,0,7.133333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i055,female,6 /15/2010,15/01/2011,sick,11/11/2011,0,1,,0,0,15/01/2011,,2011,1,0,7.133333206,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.810802834,-0.024454773,-0.116952385,-1.273976359,0,0.887523626,-0.224781136,0.369551195,0,-0.50024594,4.4807636,-0.926147882,-0.895159854,-0.402330988,-0.406034396,0.191506333
Iyogelo,Ihh028,i055,female,6 /15/2010,15/01/2011,sick,11/22/2012,0,1,,0,0,15/01/2011,,2012,2,0,7.133333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i055,female,6 /15/2010,15/01/2011,sick,11/14/2013,0,1,,0,0,15/01/2011,,2013,3,0,7.133333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i056,male,8 /15/2010,,,12/1 /2010,1,0,4,0,0,14/11/2013,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i056,male,8 /15/2010,,,11/11/2011,1,0,16,0,0,14/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i056,male,8 /15/2010,,,11/22/2012,1,0,28,0,0,14/11/2013,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh028,i056,male,8 /15/2010,,,11/14/2013,1,0,40,0,0,14/11/2013,4,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh029,i057,male,12/15/2006,05/09/2011,sick,12/2 /2010,1,0,48,0,0,05/09/2011,3,2010,0,0,57.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh029,i057,male,12/15/2006,05/09/2011,sick,11/11/2011,0,1,,0,0,05/09/2011,,2011,1,0,57.5,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,0.966379283,-0.04686716,0,2.129567024,0.099828177,-0.09221847,1.074332717,0,1.512279421,0.295275933,0.628521342,0,-0.580726038,-1.005784623,-0.496072385,-0.976420912,-0.082666715,11.58408504,0.483727808
Iyogelo,Ihh029,i057,male,12/15/2006,05/09/2011,sick,11/22/2012,0,1,,0,0,05/09/2011,,2012,2,0,57.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh029,i057,male,12/15/2006,05/09/2011,sick,11/13/2013,0,1,,0,0,05/09/2011,,2013,3,0,57.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i058,male,7 /15/2010,15/09/2012,road kill,12/2 /2010,1,0,5,0,0,15/09/2012,4,2010,0,0,26.43333244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i058,male,7 /15/2010,15/09/2012,road kill,11/11/2011,1,0,17,0,0,15/09/2012,4,2011,1,0,26.43333244,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i058,male,7 /15/2010,15/09/2012,road kill,11/23/2012,0,1,,0,0,15/09/2012,,2012,2,0,26.43333244,1,1,2,1,0,0.789064152,-0.283950338,-0.264674466,0.393734296,0,-0.400067242,0.712165127,-0.137020198,0,0.83696763,-0.138350344,-0.166386204,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,1.845436281,-0.196945073,0.058960116,0.552054654,0,-0.18529807,1.700756273,0.488742961,0,2.010540226,-1.136234207,-1.497373936,-2.029280162,-1.651920036,-0.710770037,-0.345119136
Iyogelo,Ihh030,i058,male,7 /15/2010,15/09/2012,road kill,11/20/2013,0,1,,0,0,15/09/2012,,2013,3,0,26.43333244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i059,female,12/15/2008,,,12/2 /2010,1,0,24,0,0,20/11/2013,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i059,female,12/15/2008,,,11/11/2011,1,0,36,0,1,20/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i059,female,12/15/2008,,,11/23/2012,1,0,48,0,0,20/11/2013,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh030,i059,female,12/15/2008,,,11/20/2013,1,0,60,0,0,20/11/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh031,i060,female,6 /15/2008,15/04/2012,other,12/2 /2010,1,0,30,0,0,15/04/2012,3,2010,0,0,46.66666794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh031,i060,female,6 /15/2008,15/04/2012,other,11/11/2011,1,0,42,0,1,15/04/2012,5,2011,1,0,46.66666794,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh031,i060,female,6 /15/2008,15/04/2012,other,11/22/2012,0,1,,0,0,15/04/2012,,2012,2,0,46.66666794,1,1,2,1,0,0.789064152,-0.283950338,-0.264674466,-0.606265704,0,-0.400067242,-0.287834873,0.862979802,0,-0.16303237,-0.138350344,-0.166386204,0.900192166,-0.102572805,-0.075389839,-0.105913187,0,2.515399099,0.384584979,0.07333648,-1.604955812,0,-0.222264898,-0.303108656,3.789614828,0,0.34221327,-0.582231459,-0.951615028,9.745867018,-0.470039602,-0.60993378,0.400106088
Iyogelo,Ihh031,i060,female,6 /15/2008,15/04/2012,other,11/14/2013,0,1,,0,0,15/04/2012,,2013,3,0,46.66666794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh031,i061,male,3 /15/2010,15/05/2011,sick,12/2 /2010,1,0,9,0,0,15/05/2011,3,2010,0,0,14.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh031,i061,male,3 /15/2010,15/05/2011,sick,11/11/2011,0,1,,0,0,15/05/2011,,2011,1,0,14.19999981,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.930508438,-0.079245137,-0.043693285,0.850401281,0,0.627828335,-0.582326043,0.024735643,0,-0.688025743,4.445506509,-0.752250351,-1.128301839,-0.313465378,-0.21736005,0.141954604
Iyogelo,Ihh031,i061,male,3 /15/2010,15/05/2011,sick,11/22/2012,0,1,,0,0,15/05/2011,,2012,2,0,14.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh031,i061,male,3 /15/2010,15/05/2011,sick,11/14/2013,0,1,,0,0,15/05/2011,,2013,3,0,14.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i062,male,2 /15/2010,15/02/2011,sick,12/2 /2010,1,0,10,0,0,15/02/2011,3,2010,0,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i062,male,2 /15/2010,15/02/2011,sick,11/14/2011,0,1,,0,0,15/02/2011,,2011,1,0,12.16666698,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.930508438,-0.079245137,-0.043693285,0.850401281,0,0.627828335,-0.582326043,0.024735643,0,-0.688025743,4.445506509,-0.752250351,-1.128301839,-0.313465378,-0.21736005,0.141954604
Iyogelo,Ihh032,i062,male,2 /15/2010,15/02/2011,sick,11/22/2012,0,1,,0,0,15/02/2011,,2012,2,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i062,male,2 /15/2010,15/02/2011,sick,11/13/2013,0,1,,0,0,15/02/2011,,2013,3,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i063,female,6 /15/2008,,,12/2 /2010,1,0,30,0,0,13/11/2013,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i063,female,6 /15/2008,,,11/14/2011,1,0,42,0,1,13/11/2013,2,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i063,female,6 /15/2008,,,11/22/2012,1,0,54,0,1,13/11/2013,2,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh032,i063,female,6 /15/2008,,,11/13/2013,1,0,66,0,0,13/11/2013,2,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh033,i064,female,9 /15/2010,15/03/2011,sick,12/2 /2010,1,0,3,0,0,15/03/2011,4,2010,0,0,6.033333302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh033,i064,female,9 /15/2010,15/03/2011,sick,11/14/2011,0,1,,0,0,15/03/2011,,2011,1,0,6.033333302,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,0.75248712,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.71386052,0.051847074,0.098161429,-1.524348688,0,0.102482427,2.251116588,0.994187428,0,2.283314225,-0.669738434,-0.844090834,-0.699938332,-0.718335689,-0.004794701,0.511766561
Iyogelo,Ihh033,i064,female,9 /15/2010,15/03/2011,sick,11/19/2012,0,1,,0,0,15/03/2011,,2012,2,0,6.033333302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh033,i064,female,9 /15/2010,15/03/2011,sick,11/15/2013,0,1,,0,0,15/03/2011,,2013,3,0,6.033333302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh034,i065,female,12/15/2009,15/02/2011,sick,12/2 /2010,1,0,12,0,0,15/02/2011,2,2010,0,0,14.23333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh034,i065,female,12/15/2009,15/02/2011,sick,11/14/2011,0,1,,0,0,15/02/2011,,2011,1,0,14.23333359,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,0.90760039,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.76700679,-0.447630277,-0.288306584,-0.805126446,0,-2.35125717,-2.651916466,-1.984958331,0,-0.714620347,-0.939565623,5.187161074,-0.684587166,-0.224415152,-1.003345606,-0.061347114
Iyogelo,Ihh034,i065,female,12/15/2009,15/02/2011,sick,11/15/2012,0,1,,0,0,15/02/2011,,2012,2,0,14.23333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh034,i065,female,12/15/2009,15/02/2011,sick,11/15/2013,0,1,,0,0,15/02/2011,,2013,3,0,14.23333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh035,i066,male,9 /15/2010,15/02/2011,sick,12/2 /2010,1,0,3,0,0,15/02/2011,2,2010,0,0,5.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh035,i066,male,9 /15/2010,15/02/2011,sick,11/14/2011,0,1,,0,0,15/02/2011,,2011,1,0,5.099999905,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,0.411616956,0,-0.434013024,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.572263403,-0.493240249,-0.169732429,0.957573859,0,-2.557535684,-2.610843556,-1.998358152,0,1.321512963,-1.107211676,-1.045596944,-1.202377148,-0.614338124,-1.095938483,-0.457613845
Iyogelo,Ihh035,i066,male,9 /15/2010,15/02/2011,sick,11/15/2012,0,1,,0,0,15/02/2011,,2012,2,0,5.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh035,i066,male,9 /15/2010,15/02/2011,sick,11/13/2013,0,1,,0,0,15/02/2011,,2013,3,0,5.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh035,i067,female,9 /15/2010,15/05/2011,sick,12/2 /2010,1,0,3,0,0,15/05/2011,3,2010,0,0,8.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh035,i067,female,9 /15/2010,15/05/2011,sick,11/14/2011,0,1,,0,0,15/05/2011,,2011,1,0,8.066666603,1,1,1,0,0,0.699374414,-0.236334503,-0.229367911,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,1.795769105,-0.126404768,-0.025803595,-1.426499072,0,1.192332933,0.147024172,0.75229291,0,1.740881275,-1.145175385,-1.041322744,-1.039821463,-0.58730971,-0.473382542,0.097523316
Iyogelo,Ihh035,i067,female,9 /15/2010,15/05/2011,sick,11/15/2012,0,1,,0,0,15/05/2011,,2012,2,0,8.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh035,i067,female,9 /15/2010,15/05/2011,sick,11/13/2013,0,1,,0,0,15/05/2011,,2013,3,0,8.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyogelo,Ihh036,i068,female,12/15/2003,15/09/2012,sick,12/3 /2010,1,0,84,0,0,15/09/2012,3,2010,0,0,106.5666656,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
