id,region,group,count
34,IDG,Lesion_Novel,165.0309821115449
34,ICA3,Lesion_Novel,102.01085729270174
34,V2C,Lesion_Novel,724.7731698716028
34,LENT,Lesion_Novel,417.3555633206528
34,PSTC,Lesion_Novel,424.4681313253602
35,ACC,Lesion_Novel,339.78443182317596
35,PRL,Lesion_Novel,365.439251379224
35,DPC,Lesion_Novel,335.7153545327522
35,IFC,Lesion_Novel,319.84349619885774
35,M2C,Lesion_Novel,335.7920052550739
35,VDG,Lesion_Novel,281.0546451323327
35,VSUB,Lesion_Novel,181.57820414448244
35,TE2,Lesion_Novel,175.21826867600132
35,VOC,Lesion_Novel,374.67714695354704
35,MOC,Lesion_Novel,389.82396927558136
35,DDG,Lesion_Novel,148.1173394820384
35,DCA3,Lesion_Novel,110.06448573893604
35,DCA1,Lesion_Novel,92.71995399790222
35,ICA1,Lesion_Novel,137.03156212079188
35,ICA3,Lesion_Novel,168.82621596138605
35,VCA1,Lesion_Novel,390.33213864835886
35,V2C,Lesion_Novel,388.68734329250816
35,LENT,Lesion_Novel,417.18047109468256
35,PSTC,Lesion_Novel,234.54752941555324
36,ACC,Sham_Novel,532.2975339930964
36,PRL,Sham_Novel,504.3598502302611
36,DPC,Sham_Novel,355.1574279023823
36,IFC,Sham_Novel,397.65291607656997
36,M2C,Sham_Novel,362.7337340413353
36,VDG,Sham_Novel,208.12939298374255
36,VCA3,Sham_Novel,131.3691721738599
36,PRH,Sham_Novel,301.9307140195833
36,DSUB,Sham_Novel,205.47020123181426
36,TE2,Sham_Novel,225.78455347138615
36,VOC,Sham_Novel,454.7449530346726
36,MOC,Sham_Novel,510.7801789305629
36,DDG,Sham_Novel,152.6051657124666
36,DCA3,Sham_Novel,147.7755543371655
36,DCA1,Sham_Novel,147.20958309979247
36,ICA1,Sham_Novel,162.4170166063829
36,ICA3,Sham_Novel,114.46367959176479
36,VCA1,Sham_Novel,210.40898319772674
36,V2C,Sham_Novel,642.4980705402699
36,LENT,Sham_Novel,372.91743856684076
36,PSTC,Sham_Novel,279.5116426163413
37,ACC,Sham_Familiar,340.2695693938594
37,PRL,Sham_Familiar,461.1020891251801
37,DPC,Sham_Familiar,473.76288150218153
37,IFC,Sham_Familiar,464.80321606856313
37,M2C,Sham_Familiar,626.9134726482878
37,VDG,Sham_Familiar,315.2724650009335
37,PRH,Sham_Familiar,523.4045236607151
37,TE2,Sham_Familiar,263.4871853117479
37,VOC,Sham_Familiar,443.4433345738546
37,MOC,Sham_Familiar,444.1202141468294
37,DDG,Sham_Familiar,230.42704556750803
37,DCA3,Sham_Familiar,188.0528960975134
37,DCA1,Sham_Familiar,186.72385581560286
37,ICA1,Sham_Familiar,111.15566612504688
37,ICA3,Sham_Familiar,164.18211223927082
37,VCA1,Sham_Familiar,161.69852055136909
37,V2C,Sham_Familiar,489.08429526005506
37,LENT,Sham_Familiar,380.341277496151
37,PSTC,Sham_Familiar,471.27723124931003
38,ACC,Lesion_Familiar,676.4488933668326
38,PRL,Lesion_Familiar,724.9411157786221
38,DPC,Lesion_Familiar,571.5281756359066
38,IFC,Lesion_Familiar,613.2264312149648
38,M2C,Lesion_Familiar,733.5450631151078
38,VSUB,Lesion_Familiar,342.98801222569625
38,PRH,Lesion_Familiar,370.7324237436381
38,DSUB,Lesion_Familiar,326.61361133698307
38,TE2,Lesion_Familiar,325.0862000524676
38,VOC,Lesion_Familiar,632.6834969832896
38,MOC,Lesion_Familiar,716.2702329567404
38,DCA1,Lesion_Familiar,105.31973581892781
38,IDG,Lesion_Familiar,229.47628506173652
38,VCA1,Lesion_Familiar,232.09524433468454
38,V2C,Lesion_Familiar,703.2957596411493
38,LENT,Lesion_Familiar,582.2164170587525
38,PSTC,Lesion_Familiar,711.9924471205258
39,ACC,Lesion_Familiar,686.3026394249747
39,PRL,Lesion_Familiar,613.0684442282783
39,DPC,Lesion_Familiar,559.6047858505635
39,IFC,Lesion_Familiar,609.0976032808621
39,M2C,Lesion_Familiar,490.0592855385101
39,VDG,Lesion_Familiar,291.7553801677852
39,VCA3,Lesion_Familiar,223.88059701492537
39,PRH,Lesion_Familiar,414.8549757482147
39,DSUB,Lesion_Familiar,259.45019297892964
39,TE2,Lesion_Familiar,415.23108635980884
39,VOC,Lesion_Familiar,807.1770932561492
39,MOC,Lesion_Familiar,591.63870370228
39,DDG,Lesion_Familiar,205.54152828004445
39,DCA3,Lesion_Familiar,165.20531883867912
39,DCA1,Lesion_Familiar,140.8004299681562
39,IDG,Lesion_Familiar,195.81988588793354
39,ICA1,Lesion_Familiar,142.54267762865715
39,VCA1,Lesion_Familiar,283.5759787979917
39,V2C,Lesion_Familiar,1195.272880939653
39,LENT,Lesion_Familiar,501.81786309126164
39,PSTC,Lesion_Familiar,382.9568269081417
40,ACC,Sham_Familiar,826.3420046197995
40,PRL,Sham_Familiar,763.8605052993329
40,DPC,Sham_Familiar,738.2701124180749
40,IFC,Sham_Familiar,567.7646750990288
40,M2C,Sham_Familiar,745.4280306684575
40,VDG,Sham_Familiar,282.6700154190554
40,VCA3,Sham_Familiar,259.5811775506746
40,VSUB,Sham_Familiar,162.48173578702904
40,PRH,Sham_Familiar,451.55339278741013
40,DSUB,Sham_Familiar,93.38644335481418
40,TE2,Sham_Familiar,304.8235260788147
40,VOC,Sham_Familiar,874.4464540080787
40,MOC,Sham_Familiar,805.3173043173451
40,DDG,Sham_Familiar,242.49248202292608
40,DCA3,Sham_Familiar,197.61501252227447
40,ICA1,Sham_Familiar,295.5978153388186
40,ICA3,Sham_Familiar,148.1155901845097
40,VCA1,Sham_Familiar,304.82329910719227
40,V2C,Sham_Familiar,1040.2148663009066
40,LENT,Sham_Familiar,613.2560989522168
40,PSTC,Sham_Familiar,360.88063360208974
